NAMESPACE            NAME                                                              READY   STATUS      RESTARTS          AGE
ilens-core           pod/kafka-lag-alerts-28989780-4vjlr                               0/1     Pending     0                 4d8h
ilens-core           pod/pod-status-infra-28989780-tlqbz                               0/1     Pending     0                 4d8h
ilens-core           pod/pod-status-infra-28989795-pshft                               0/1     Pending     0                 4d8h
ilens-core           pod/kafka-lag-alerts-28989810-9hwt2                               0/1     Pending     0                 4d7h
ilens-core           pod/pod-status-infra-28989810-8pwzb                               0/1     Pending     0                 4d7h
ilens-core           pod/pod-status-infra-28989825-8lrzh                               0/1     Pending     0                 4d7h
ilens-core           pod/pod-status-infra-28989840-f9gqq                               0/1     Pending     0                 4d7h
ilens-core           pod/kafka-lag-alerts-28989840-kwvjm                               0/1     Pending     0                 4d7h
ilens-core           pod/pod-status-infra-28989855-qzsht                               0/1     Pending     0                 4d7h
ilens-core           pod/kafka-lag-alerts-28989870-9lwnx                               0/1     Pending     0                 4d6h
ilens-core           pod/pod-status-infra-28989870-pgtjn                               0/1     Pending     0                 4d6h
ilens-core           pod/pod-status-infra-28989885-z84dz                               0/1     Pending     0                 4d6h
ilens-core           pod/infra-arango-backup-28989900-768bw                            0/1     Pending     0                 4d6h
ilens-core           pod/kafka-lag-alerts-28989900-8xtgx                               0/1     Pending     0                 4d6h
ilens-core           pod/pod-status-infra-28989900-br8td                               0/1     Pending     0                 4d6h
ilens-core           pod/infra-mongo-backup-28989900-rqks8                             0/1     Pending     0                 4d6h
ilens-core           pod/pod-status-infra-28989915-jxggd                               0/1     Pending     0                 4d6h
ilens-core           pod/pod-status-infra-28989930-jszt4                               0/1     Pending     0                 4d5h
ilens-core           pod/kafka-lag-alerts-28989930-kvgmt                               0/1     Pending     0                 4d5h
ilens-core           pod/pod-status-infra-28989945-xtmk5                               0/1     Pending     0                 4d5h
ilens-core           pod/kafka-lag-alerts-28989960-wl6zc                               0/1     Pending     0                 4d5h
ilens-core           pod/pod-status-infra-28989960-j8sf7                               0/1     Pending     0                 4d5h
ilens-core           pod/pod-status-infra-28989975-g9cj5                               0/1     Pending     0                 4d5h
ilens-core           pod/kafka-lag-alerts-28989990-bw52d                               0/1     Pending     0                 4d4h
ilens-core           pod/pod-status-infra-28989990-cgspw                               0/1     Pending     0                 4d4h
ilens-core           pod/pod-status-infra-28990005-fxnzv                               0/1     Pending     0                 4d4h
ilens-core           pod/kafka-lag-alerts-28990020-9c4gt                               0/1     Pending     0                 4d4h
ilens-core           pod/pod-status-infra-28990020-pcrz7                               0/1     Pending     0                 4d4h
ilens-core           pod/pod-status-infra-28990035-68cn7                               0/1     Pending     0                 4d4h
ilens-core           pod/kafka-lag-alerts-28990050-689dg                               0/1     Pending     0                 4d3h
ilens-core           pod/pod-status-infra-28990050-bvfhs                               0/1     Pending     0                 4d3h
ilens-core           pod/pod-status-infra-28990065-qhx9v                               0/1     Pending     0                 4d3h
ilens-core           pod/pod-status-infra-28990080-bg5ps                               0/1     Pending     0                 4d3h
ilens-core           pod/kafka-lag-alerts-28990080-946mv                               0/1     Pending     0                 4d3h
ilens-core           pod/infra-mongo-backup-28990080-gqhxx                             0/1     Pending     0                 4d3h
ilens-core           pod/infra-arango-backup-28990080-f8xrp                            0/1     Pending     0                 4d3h
ilens-core           pod/infra-kairosdb-incremental-backup-28990080-4dwb4              0/1     Pending     0                 4d3h
ilens-core           pod/pod-status-infra-28990095-98nt2                               0/1     Pending     0                 4d3h
ilens-core           pod/kafka-lag-alerts-28990110-cgj8l                               0/1     Pending     0                 4d2h
ilens-core           pod/pod-status-infra-28990110-plptv                               0/1     Pending     0                 4d2h
ilens-core           pod/pod-status-infra-28990125-lsb69                               0/1     Pending     0                 4d2h
ilens-core           pod/kafka-lag-alerts-28990140-wmn8g                               0/1     Pending     0                 4d2h
ilens-core           pod/pod-status-infra-28990140-7x4nc                               0/1     Pending     0                 4d2h
ilens-core           pod/pod-status-infra-28990155-rhqwr                               0/1     Pending     0                 4d2h
ilens-core           pod/kafka-lag-alerts-28990170-qqlbs                               0/1     Pending     0                 4d1h
ilens-core           pod/pod-status-infra-28990170-bm7tv                               0/1     Pending     0                 4d1h
ilens-core           pod/pod-status-infra-28990185-ssgms                               0/1     Pending     0                 4d1h
ilens-core           pod/kafka-lag-alerts-28990200-hjv2m                               0/1     Pending     0                 4d1h
ilens-core           pod/pod-status-infra-28990200-wxvtn                               0/1     Pending     0                 4d1h
ilens-core           pod/pod-status-infra-28990215-hd4st                               0/1     Pending     0                 4d1h
ilens-core           pod/pod-status-infra-28990230-9g968                               0/1     Pending     0                 4d
ilens-core           pod/kafka-lag-alerts-28990230-rn5x4                               0/1     Pending     0                 4d
ilens-core           pod/pod-status-infra-28990245-624ls                               0/1     Pending     0                 4d
ilens-core           pod/pod-status-infra-28990260-b2qpw                               0/1     Pending     0                 4d
ilens-core           pod/kafka-lag-alerts-28990260-d7pvp                               0/1     Pending     0                 4d
ilens-core           pod/infra-mongo-backup-28990260-q7n2q                             0/1     Pending     0                 4d
ilens-core           pod/infra-arango-backup-28990260-lw25d                            0/1     Pending     0                 4d
ilens-core           pod/pod-status-infra-28990275-zvnlx                               0/1     Pending     0                 4d
ilens-core           pod/kafka-lag-alerts-28990290-sr8jq                               0/1     Pending     0                 3d23h
