NAMESPACE            NAME                                                              READY   STATUS      RESTARTS          AGE
ilens-core    job.batch/infra-arango-backup-28987200                         0/1           6d3h       6d3h
ilens-core    job.batch/infra-mongo-backup-28987200                          0/1           6d3h       6d3h
ilens-core    job.batch/infra-mongo-backup-28987380                          0/1           6d         6d
ilens-core    job.batch/infra-arango-backup-28987380                         0/1           6d         6d
ilens-core    job.batch/infra-arango-backup-28987560                         0/1           5d21h      5d21h
ilens-core    job.batch/infra-mongo-backup-28987560                          0/1           5d21h      5d21h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28987560           0/1           5d21h      5d21h
ilens-core    job.batch/infra-arango-backup-28987740                         0/1           5d18h      5d18h
ilens-core    job.batch/infra-mongo-backup-28987740                          0/1           5d18h      5d18h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28987920           0/1           5d15h      5d15h
ilens-core    job.batch/infra-arango-backup-28987920                         0/1           5d15h      5d15h
ilens-core    job.batch/infra-mongo-backup-28987920                          0/1           5d15h      5d15h
ilens-core    job.batch/infra-mongo-backup-28988100                          0/1           5d12h      5d12h
ilens-core    job.batch/infra-arango-backup-28988100                         0/1           5d12h      5d12h
ilens-core    job.batch/infra-mongo-backup-28988280                          0/1           5d9h       5d9h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28988280           0/1           5d9h       5d9h
ilens-core    job.batch/infra-arango-backup-28988280                         0/1           5d9h       5d9h
ilens-core    job.batch/infra-arango-backup-28988460                         0/1           5d6h       5d6h
ilens-core    job.batch/infra-mongo-backup-28988460                          0/1           5d6h       5d6h
ilens-core    job.batch/infra-mongo-backup-28988640                          0/1           5d3h       5d3h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28988640           0/1           5d3h       5d3h
ilens-core    job.batch/infra-arango-backup-28988640                         0/1           5d3h       5d3h
ilens-core    job.batch/infra-arango-backup-28988820                         0/1           5d         5d
ilens-core    job.batch/infra-mongo-backup-28988820                          0/1           5d         5d
ilens-core    job.batch/pod-status-core-28988895                             1/1           8s         4d23h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28989000           0/1           4d21h      4d21h
ilens-core    job.batch/infra-mongo-backup-28989000                          0/1           4d21h      4d21h
ilens-core    job.batch/infra-arango-backup-28989000                         0/1           4d21h      4d21h
ilens-core    job.batch/infra-redis-backup-28989000                          1/1           9s         4d21h
ilens-core    job.batch/infra-postgres-backup-28989000                       1/1           17s        4d21h
ilens-core    job.batch/kafka-lag-alerts-28989090                            1/1           12s        4d19h
ilens-core    job.batch/pod-status-infra-28989090                            1/1           12s        4d19h
ilens-core    job.batch/pod-status-infra-28989105                            0/1           4d19h      4d19h
ilens-core    job.batch/kafka-lag-alerts-28989120                            0/1           4d19h      4d19h
ilens-core    job.batch/pod-status-infra-28989120                            0/1           4d19h      4d19h
ilens-core    job.batch/pod-status-infra-28989135                            0/1           4d19h      4d19h
ilens-core    job.batch/pod-status-infra-28989150                            0/1           4d18h      4d18h
ilens-core    job.batch/kafka-lag-alerts-28989150                            0/1           4d18h      4d18h
ilens-core    job.batch/pod-status-infra-28989165                            0/1           4d18h      4d18h
ilens-core    job.batch/pod-status-infra-28989180                            0/1           4d18h      4d18h
ilens-core    job.batch/infra-arango-backup-28989180                         0/1           4d18h      4d18h
